caso,componente,material,norma,classe,estatuto,propriedade,unidade,min,max,referencia,notas,tipico,estado
Prótese da anca,Par articular (cabeça/acetábulo),ZTA / ZTA (CoC),-,Par tribológico,Clínico,Compatibilidade com RM (ordinal 1-5),-,5.0,5.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,,5.0,A verificar
Prótese da anca,Par articular (cabeça/acetábulo),CoCrMo / CoCrMo (MoM),-,Par tribológico,Clínico (abandonado),Compatibilidade com RM (ordinal 1-5),-,2.0,2.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,Duas superfícies CoCr,2.0,A verificar
Prótese da anca,Par articular (cabeça/acetábulo),CoCrMo / UHMWPE convencional (MoP),-,Par tribológico,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,1.0,1.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,1.0,A verificar
Prótese da anca,Par articular (cabeça/acetábulo),CoCrMo / HXLPE (MoXLPE),-,Par tribológico,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,2.0,2.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,2.0,A verificar
Prótese da anca,Par articular (cabeça/acetábulo),ZTA / HXLPE (CoXLPE),-,Par tribológico,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,3.0,3.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,3.0,A verificar
Prótese da anca,Par articular (cabeça/acetábulo),ZTA / ZTA (CoC),-,Par tribológico,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,4.0,4.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,4.0,A verificar
Prótese da anca,Par articular (cabeça/acetábulo),CoCrMo / CoCrMo (MoM),-,Par tribológico,Clínico (abandonado),"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,3.0,3.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,3.0,A verificar
Implante dentário,Corpo do implante,Ti cp grau 4,ASTM F67,Metal,Clínico,Compatibilidade com RM (ordinal 1-5),-,4.0,4.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,Artefacto local pequeno,4.0,A verificar
Implante dentário,Corpo do implante,Ti-6Al-4V ELI,ASTM F136,Metal,Clínico,Compatibilidade com RM (ordinal 1-5),-,4.0,4.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,,4.0,A verificar
Implante dentário,Corpo do implante,Ti-Zr (~15% Zr),-,Metal,Clínico,Compatibilidade com RM (ordinal 1-5),-,4.0,4.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,,4.0,A verificar
Implante dentário,Corpo do implante,Zircónia Y-TZP,ISO 13356,Cerâmico,Clínico,Compatibilidade com RM (ordinal 1-5),-,5.0,5.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,Sem artefacto relevante,5.0,A verificar
Implante dentário,Corpo do implante,PEEK,ASTM F2026,Polímero,Clínico (uso limitado),Compatibilidade com RM (ordinal 1-5),-,5.0,5.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,,5.0,A verificar
Implante dentário,Corpo do implante,Ti cp grau 4,ASTM F67,Metal,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,2.0,2.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,2.0,A verificar
Implante dentário,Corpo do implante,Ti-6Al-4V ELI,ASTM F136,Metal,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,2.0,2.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,2.0,A verificar
Implante dentário,Corpo do implante,Ti-Zr (~15% Zr),-,Metal,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,4.0,4.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,Liga proprietária,4.0,A verificar
Implante dentário,Corpo do implante,Zircónia Y-TZP,ISO 13356,Cerâmico,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,4.0,4.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,CAD/CAM + sinterização,4.0,A verificar
Implante dentário,Corpo do implante,PEEK,ASTM F2026,Polímero,Clínico (uso limitado),"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,2.0,2.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,2.0,A verificar
Implante dentário,Corpo do implante,Ti cp grau 4,ASTM F67,Metal,Clínico,Maquinabilidade / fabricabilidade (ordinal 1-5),-,5.0,5.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,Maquinagem CNC + tratamento de superfície (SLA) maduros,5.0,A verificar
Implante dentário,Corpo do implante,Ti-6Al-4V ELI,ASTM F136,Metal,Clínico,Maquinabilidade / fabricabilidade (ordinal 1-5),-,4.0,4.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,,4.0,A verificar
Implante dentário,Corpo do implante,Ti-Zr (~15% Zr),-,Metal,Clínico,Maquinabilidade / fabricabilidade (ordinal 1-5),-,4.0,4.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,,4.0,A verificar
Implante dentário,Corpo do implante,Zircónia Y-TZP,ISO 13356,Cerâmico,Clínico,Maquinabilidade / fabricabilidade (ordinal 1-5),-,3.0,3.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,Contração na sinterização; tratamento de superfície limitado,3.0,A verificar
Implante dentário,Corpo do implante,PEEK,ASTM F2026,Polímero,Clínico (uso limitado),Maquinabilidade / fabricabilidade (ordinal 1-5),-,4.0,4.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,Moldação/maquinagem fáceis; superfície bioinerte,4.0,A verificar
Stent vascular,Estrutura do stent,Aço inox 316L,ASTM F138,Metal,Clínico (1.ª geração),Compatibilidade com RM (ordinal 1-5),-,2.0,2.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,MR-condicional; artefacto maior,2.0,A verificar
Stent vascular,Estrutura do stent,Co-Cr L605,ASTM F90,Metal,Clínico,Compatibilidade com RM (ordinal 1-5),-,3.0,3.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,MR-condicional,3.0,A verificar
Stent vascular,Estrutura do stent,Co-Ni-Cr-Mo MP35N,ASTM F562,Metal,Clínico,Compatibilidade com RM (ordinal 1-5),-,3.0,3.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,MR-condicional,3.0,A verificar
Stent vascular,Estrutura do stent,Pt-Cr,-,Metal,Clínico,Compatibilidade com RM (ordinal 1-5),-,3.0,3.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,Pt paramagnético,3.0,A verificar
Stent vascular,Estrutura do stent,Nitinol (autoexpansível),ASTM F2063,Metal (superelástico),Excluído (autoexpansível: só discussão),Compatibilidade com RM (ordinal 1-5),-,4.0,4.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,MR-condicional,4.0,A verificar
Stent vascular,Estrutura do stent,Liga de Mg WE43 (bioabsorvível),-,Metal biodegradável,Clínico (Magmaris),Compatibilidade com RM (ordinal 1-5),-,5.0,5.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,Artefacto mínimo,5.0,A verificar
Stent vascular,Estrutura do stent,PLLA (bioabsorvível),-,Polímero biodegradável,"Descontinuado (Absorb, 2017)",Compatibilidade com RM (ordinal 1-5),-,5.0,5.0,Shellock FG / MRIsafety.com; ASTM F2182 (aquecimento) e F2119 (artefactos): confirmar,Polímero; marcadores metálicos nas extremidades,5.0,A verificar
Stent vascular,Estrutura do stent,Aço inox 316L,ASTM F138,Metal,Clínico (1.ª geração),Radiopacidade (ordinal 1-5),-,3.0,3.0,Radiopacidade depende sobretudo do número atómico efetivo e da espessura: confirmar com literatura de stents,Visibilidade reduzida com struts finos,3.0,A verificar
Stent vascular,Estrutura do stent,Co-Cr L605,ASTM F90,Metal,Clínico,Radiopacidade (ordinal 1-5),-,4.0,4.0,Radiopacidade depende sobretudo do número atómico efetivo e da espessura: confirmar com literatura de stents,W na liga aumenta a radiopacidade,4.0,A verificar
Stent vascular,Estrutura do stent,Co-Ni-Cr-Mo MP35N,ASTM F562,Metal,Clínico,Radiopacidade (ordinal 1-5),-,3.0,3.0,Radiopacidade depende sobretudo do número atómico efetivo e da espessura: confirmar com literatura de stents,,3.0,A verificar
Stent vascular,Estrutura do stent,Pt-Cr,-,Metal,Clínico,Radiopacidade (ordinal 1-5),-,5.0,5.0,Radiopacidade depende sobretudo do número atómico efetivo e da espessura: confirmar com literatura de stents,Pt: número atómico elevado,5.0,A verificar
Stent vascular,Estrutura do stent,Nitinol (autoexpansível),ASTM F2063,Metal (superelástico),Excluído (autoexpansível: só discussão),Radiopacidade (ordinal 1-5),-,2.0,2.0,Radiopacidade depende sobretudo do número atómico efetivo e da espessura: confirmar com literatura de stents,Precisa de marcadores,2.0,A verificar
Stent vascular,Estrutura do stent,Liga de Mg WE43 (bioabsorvível),-,Metal biodegradável,Clínico (Magmaris),Radiopacidade (ordinal 1-5),-,1.0,1.0,Radiopacidade depende sobretudo do número atómico efetivo e da espessura: confirmar com literatura de stents,Precisa de marcadores radiopacos,1.0,A verificar
Stent vascular,Estrutura do stent,PLLA (bioabsorvível),-,Polímero biodegradável,"Descontinuado (Absorb, 2017)",Radiopacidade (ordinal 1-5),-,1.0,1.0,Radiopacidade depende sobretudo do número atómico efetivo e da espessura: confirmar com literatura de stents,Marcadores de Pt nas extremidades,1.0,A verificar
Stent vascular,Estrutura do stent,Aço inox 316L,ASTM F138,Metal,Clínico (1.ª geração),Compatibilidade com esterilização (ordinal 1-5),-,4.0,4.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Stent farmacológico → EtO (o fármaco limita),4.0,A verificar
Stent vascular,Estrutura do stent,Co-Cr L605,ASTM F90,Metal,Clínico,Compatibilidade com esterilização (ordinal 1-5),-,4.0,4.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Idem,4.0,A verificar
Stent vascular,Estrutura do stent,Co-Ni-Cr-Mo MP35N,ASTM F562,Metal,Clínico,Compatibilidade com esterilização (ordinal 1-5),-,4.0,4.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Idem,4.0,A verificar
Stent vascular,Estrutura do stent,Pt-Cr,-,Metal,Clínico,Compatibilidade com esterilização (ordinal 1-5),-,4.0,4.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Idem,4.0,A verificar
Stent vascular,Estrutura do stent,Nitinol (autoexpansível),ASTM F2063,Metal (superelástico),Excluído (autoexpansível: só discussão),Compatibilidade com esterilização (ordinal 1-5),-,5.0,5.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Sem revestimento de fármaco (periférico),5.0,A verificar
Stent vascular,Estrutura do stent,Liga de Mg WE43 (bioabsorvível),-,Metal biodegradável,Clínico (Magmaris),Compatibilidade com esterilização (ordinal 1-5),-,4.0,4.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Revestimento de fármaco + polímero,4.0,A verificar
Stent vascular,Estrutura do stent,PLLA (bioabsorvível),-,Polímero biodegradável,"Descontinuado (Absorb, 2017)",Compatibilidade com esterilização (ordinal 1-5),-,3.0,3.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Gama degrada o PLLA (cisão de cadeias) → EtO obrigatório,3.0,A verificar
Stent vascular,Estrutura do stent,Aço inox 316L,ASTM F138,Metal,Clínico (1.ª geração),"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,1.0,1.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,Tecnologia de 1.ª geração,1.0,A verificar
Stent vascular,Estrutura do stent,Co-Cr L605,ASTM F90,Metal,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,3.0,3.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,3.0,A verificar
Stent vascular,Estrutura do stent,Co-Ni-Cr-Mo MP35N,ASTM F562,Metal,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,3.0,3.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,3.0,A verificar
Stent vascular,Estrutura do stent,Pt-Cr,-,Metal,Clínico,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,4.0,4.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,4.0,A verificar
Stent vascular,Estrutura do stent,Nitinol (autoexpansível),ASTM F2063,Metal (superelástico),Excluído (autoexpansível: só discussão),"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,4.0,4.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,4.0,A verificar
Stent vascular,Estrutura do stent,Liga de Mg WE43 (bioabsorvível),-,Metal biodegradável,Clínico (Magmaris),"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,5.0,5.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,Bioabsorvível,5.0,A verificar
Stent vascular,Estrutura do stent,PLLA (bioabsorvível),-,Polímero biodegradável,"Descontinuado (Absorb, 2017)","Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,5.0,5.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,Bioabsorvível,5.0,A verificar
Stent vascular,Estrutura do stent,Aço inox 316L,ASTM F138,Metal,Clínico (1.ª geração),Fabricabilidade (ordinal 1-5),-,5.0,5.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,Corte laser de tubo maduro,5.0,A verificar
Stent vascular,Estrutura do stent,Co-Cr L605,ASTM F90,Metal,Clínico,Fabricabilidade (ordinal 1-5),-,5.0,5.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,,5.0,A verificar
Stent vascular,Estrutura do stent,Co-Ni-Cr-Mo MP35N,ASTM F562,Metal,Clínico,Fabricabilidade (ordinal 1-5),-,5.0,5.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,,5.0,A verificar
Stent vascular,Estrutura do stent,Pt-Cr,-,Metal,Clínico,Fabricabilidade (ordinal 1-5),-,4.0,4.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,,4.0,A verificar
Stent vascular,Estrutura do stent,Nitinol (autoexpansível),ASTM F2063,Metal (superelástico),Excluído (autoexpansível: só discussão),Fabricabilidade (ordinal 1-5),-,3.0,3.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,Tratamento de memória de forma,3.0,A verificar
Stent vascular,Estrutura do stent,Liga de Mg WE43 (bioabsorvível),-,Metal biodegradável,Clínico (Magmaris),Fabricabilidade (ordinal 1-5),-,3.0,3.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,Controlo de degradação e revestimentos,3.0,A verificar
Stent vascular,Estrutura do stent,PLLA (bioabsorvível),-,Polímero biodegradável,"Descontinuado (Absorb, 2017)",Fabricabilidade (ordinal 1-5),-,3.0,3.0,Geetha 2009; Navarro 2008; literatura de fabrico aditivo: confirmar,Struts espessos; processamento térmico sensível,3.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,PCL,-,Polímero,Clínico/investigação,Compatibilidade com esterilização (ordinal 1-5),-,3.0,3.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Fusão ~60 °C: sem autoclave; EtO/gama com cuidado,3.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,PLLA,-,Polímero,Clínico/investigação,Compatibilidade com esterilização (ordinal 1-5),-,3.0,3.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Gama causa cisão de cadeias,3.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,PLGA 50:50,-,Polímero,Clínico/investigação,Compatibilidade com esterilização (ordinal 1-5),-,2.0,2.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Muito sensível: altera a degradação,2.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,Hidroxiapatite (HA) porosa,-,Cerâmico,Clínico/investigação,Compatibilidade com esterilização (ordinal 1-5),-,5.0,5.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Autoclave/calor seco,5.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,β-TCP poroso,-,Cerâmico,Clínico/investigação,Compatibilidade com esterilização (ordinal 1-5),-,5.0,5.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,,5.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,Vidro bioativo 45S5 poroso,-,Vidro,Clínico/investigação,Compatibilidade com esterilização (ordinal 1-5),-,5.0,5.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,,5.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,Compósito PCL/β-TCP (impressão 3D),-,Compósito,Clínico/investigação,Compatibilidade com esterilização (ordinal 1-5),-,3.0,3.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Limitado pela fase PCL,3.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,Quitosano/HA (liofilizado),-,Compósito natural,Clínico/investigação,Compatibilidade com esterilização (ordinal 1-5),-,3.0,3.0,ISO 11137 (radiação) / ISO 11135 (EtO); Kurtz 2016 para UHMWPE: confirmar,Polímero natural sensível ao calor,3.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,PCL,-,Polímero,Clínico/investigação,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,1.0,1.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,1.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,PLLA,-,Polímero,Clínico/investigação,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,1.0,1.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,1.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,PLGA 50:50,-,Polímero,Clínico/investigação,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,2.0,2.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,2.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,Hidroxiapatite (HA) porosa,-,Cerâmico,Clínico/investigação,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,3.0,3.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,3.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,β-TCP poroso,-,Cerâmico,Clínico/investigação,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,3.0,3.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,3.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,Vidro bioativo 45S5 poroso,-,Vidro,Clínico/investigação,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,4.0,4.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,4.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,Compósito PCL/β-TCP (impressão 3D),-,Compósito,Clínico/investigação,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,2.0,2.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,2.0,A verificar
Scaffold (regeneração óssea),Scaffold poroso,Quitosano/HA (liofilizado),-,Compósito natural,Clínico/investigação,"Custo relativo de material e fabrico (1-5, 5 = mais caro)",-,2.0,2.0,Índice relativo de material e fabrico (rubrica no LEIA-ME); não representa preço hospitalar,,2.0,A verificar
